rank,uid,username,type,accompany,medal_name,medal_level
1,1056997306,異分岐のプリエ,总督,255,绿冻,49
2,3546919678773500,灰獺,总督,249,绿冻,49
3,1429196293,匹诺曹317,总督,179,绿冻,47
4,13334226,微绫,总督,237,绿冻,46
5,6251296,栗帽,总督,136,绿冻,46
6,208818750,你治好了也会流口水,总督,199,绿冻,46
7,3546983578994744,KOU_KEI,总督,241,绿冻,46
8,24785752,Fndryk,总督,161,绿冻,46
9,321224291,区泽马,总督,169,绿冻,45
10,259162605,Arichi_,提督,238,绿冻,46
11,285693795,顶级祥考星光箱水母,提督,242,绿冻,45
12,954264,禅心皈无意,提督,237,绿冻,44
13,916810,Jing11219,提督,107,绿冻,44
14,189997540,音速の水母,提督,142,绿冻,44
15,485418462,灰泽满家的伊洛本人,提督,184,绿冻,43
16,476251017,衣水难尽,提督,238,绿冻,43
17,39184396,继续吹着风,提督,249,绿冻,43
18,5266758,水布Mizufu,提督,202,绿冻,43
19,620527230,gorilla3535,提督,240,绿冻,43
20,2399747,绫辻澪,提督,244,绿冻,43
21,2669417,好吧好吧hh,提督,93,绿冻,43
22,352883270,米洗鳰原葉,提督,197,绿冻,42
23,228098233,叹虚,提督,217,绿冻,41
24,39493583,本命伊利亚,提督,237,绿冻,41
25,3567390,NullExistence_X,提督,199,绿冻,41
26,272305778,明前满绿,提督,126,绿冻,41
27,5623688,Helikobeter,提督,176,绿冻,41
28,6580838,兰卡兰卡兰兰的卡,提督,255,绿冻,41
29,1002305706,雪音-xy,提督,184,绿冻,41
30,471084,一稞大青菜,提督,244,绿冻,41
31,431935426,摘星踏雪归,提督,206,绿冻,41
32,360576830,DriedJellyfish,提督,49,绿冻,41
33,253472118,仿佛有一束追光,提督,201,绿冻,40
34,496390331,苦瓜无限供应,提督,88,绿冻,40
35,494629966,aIIblacks,提督,191,绿冻,40
36,5366426,選ばれた奏者,提督,235,绿冻,40
37,1431527,美國華人唐佳欣,提督,229,绿冻,39
38,523891,桜羽エマ様,提督,114,绿冻,39
39,768021,はいいろ773,提督,179,绿冻,39
40,10323817,宇宙人不是外星人,提督,255,绿冻,39
41,5775091,sue77776,提督,232,绿冻,38
42,177397837,幽云怀煦,提督,160,绿冻,38
43,446761374,北冥无鱼也无鲲,提督,246,绿冻,38
44,25103813,ヰ繭月,提督,221,绿冻,38
45,8396429,airstone42,提督,85,绿冻,38
46,262924074,星天_Change,提督,73,绿冻,38
47,398882736,道明寺萌美,提督,243,绿冻,37
48,249163668,优等nana,提督,156,绿冻,37
49,209374441,知世xf,提督,238,绿冻,37
50,6071558,きんなかいほう,提督,179,绿冻,37
51,3546914976959421,过拟合青空,提督,105,绿冻,37
52,172978898,Mercury不是mercury,提督,52,绿冻,37
53,3843791,布罗迪娅,提督,136,绿冻,37
54,237518089,-灼烯-,提督,179,绿冻,37
55,16934546,yowaai,提督,175,绿冻,37
56,896687,往枉王旺,提督,237,绿冻,36
57,516875,雨雪交加,提督,103,绿冻,36
58,249486249,larva_中国囚人,提督,133,绿冻,36
59,4464599,天曦,提督,83,绿冻,36
60,383084364,Le1Bn1z_ov0,提督,95,绿冻,36
61,156710135,灰泽满小男友,提督,121,绿冻,36
62,115029256,昔我往矣ら,提督,31,绿冻,35
63,503742062,天邊雨,提督,227,绿冻,35
64,476030,天行者Luke,提督,29,绿冻,35
65,8943020,Doomshroom,提督,79,绿冻,35
66,3546924265245338,那抹烟波那抹蓝,提督,61,绿冻,35
67,756732,桶装蜜瓜,提督,38,绿冻,35
68,30011434,正义模仿者,提督,50,绿冻,35
69,10093973,某_君,提督,72,绿冻,35
70,3258837,月茗绮桦,提督,224,绿冻,35
71,441485494,Elixir_02,提督,66,绿冻,35
72,43749583,吾乃路过,提督,127,绿冻,35
73,430929029,风欲渐起微,提督,146,绿冻,34
74,15672465,Nerololo,提督,197,绿冻,34
75,8304169,粉毛圣愛音,提督,35,绿冻,33
76,356030985,灰泽满还在嘴硬,提督,185,绿冻,33
77,1992400,刚大侠,提督,237,绿冻,33
78,40099224,雨淋丶夏末,提督,99,绿冻,33
79,4864248,三只小居合,提督,29,绿冻,33
80,72310676,赫萝与香辛料1,提督,16,绿冻,33
81,19916533,阿梓喵Azu,提督,35,绿冻,33
82,2106644,惠惠从小就是饼干岁,提督,31,绿冻,32
83,280971700,Ivy-Viridis,提督,17,绿冻,32
84,319731764,小学生打豆豆,提督,28,绿冻,32
85,597673,来自地球,提督,26,绿冻,32
86,3707045662427313,忒修斯之植物,提督,27,绿冻,32
87,13012997,污盘子,舰长,253,绿冻,43
88,2044760,Stan661,舰长,229,绿冻,41
89,17322,turtlejk,舰长,231,绿冻,40
90,546160791,幽人独往来--,舰长,49,绿冻,40
91,18275149,rrrract,舰长,248,绿冻,40
