rank,uid,username,type,accompany,medal_name,medal_level
1,259162605,Arichi_,提督,133,绿冻,45
2,3546919678773500,灰獺,提督,144,绿冻,45
3,1056997306,異分岐のプリエ,提督,150,绿冻,43
4,620527230,gorilla3535,提督,135,绿冻,42
5,954264,禅心皈无意,提督,132,绿冻,42
6,8097996,明石ito,提督,137,绿冻,41
7,2399747,绫辻澪,提督,139,绿冻,41
8,285693795,星光箱水母,提督,137,绿冻,41
9,39184396,继续吹着风,提督,144,绿冻,41
10,2044760,Stan661,提督,124,绿冻,41
11,476251017,衣水难尽,提督,133,绿冻,40
12,352883270,灰泽满家的米洗鳰原葉,提督,92,绿冻,40
13,485418462,灰泽满家的伊洛本人,提督,79,绿冻,40
14,5266758,水布Mizufu,提督,97,绿冻,40
15,39493583,本命伊利亚,提督,132,绿冻,39
16,13334226,微绫,提督,132,绿冻,39
17,6580838,兰卡兰卡兰兰的卡,提督,150,绿冻,39
18,13012997,灰泽满家的污盘子,提督,148,绿冻,38
19,1002305706,雪音-xy,提督,79,绿冻,38
20,228098233,叹虚,提督,112,绿冻,37
21,471084,一稞大青菜,提督,139,绿冻,37
22,321224291,区泽马,提督,64,绿冻,36
23,1429196293,匹诺曹317,提督,74,绿冻,36
24,5623688,Helikobeter,提督,71,绿冻,36
25,1603612,月ノneet,提督,122,绿冻,36
26,5775091,sue77776,提督,127,绿冻,36
27,27341319,加库伯_重生冷却中,提督,141,绿冻,36
28,494629966,aIIblacks,提督,86,绿冻,35
29,208818750,你治好了也会流口水,提督,94,绿冻,35
30,6286790,Hazelnutt_,提督,31,绿冻,35
31,6251296,栗帽,提督,31,绿冻,33
32,249486249,larva_中国囚人,提督,37,绿冻,33
33,189997540,音速の水母,提督,37,绿冻,31
34,916810,Jing11219,提督,2,绿冻,31
35,40699233,闲着没事造点什么,提督,31,绿冻,31
36,3546983578994744,KOU_KEI,舰长,136,绿冻,38
37,108005133,Taco_7,舰长,147,绿冻,37
38,14071856,最后一步,舰长,136,绿冻,36
39,4041465,风霜已尽惊蛰至,舰长,117,绿冻,36
40,863500,任任女孩,舰长,139,绿冻,36
41,4940641,endle_ss,舰长,140,绿冻,36
42,335998795,自在他化天,舰长,144,绿冻,36
43,496205090,宇宙船800,舰长,91,绿冻,35
44,18275149,rrrract,舰长,143,绿冻,35
45,10323817,宇宙人不是外星人,舰长,150,绿冻,35
46,1555138395,风云散丶,舰长,62,绿冻,35
47,297087,可樂中毒,舰长,105,绿冻,35
48,68243757,花雨浮华,舰长,148,绿冻,35
49,444186960,中年外卖员阿哔official,舰长,133,绿冻,34
50,5366426,選ばれた奏者,舰长,130,绿冻,34
51,3493122468219352,超浓厚水蜜桃果汁,舰长,134,绿冻,34
52,34880793,Mylenenenenene,舰长,144,绿冻,34
53,23279442,不良定义,舰长,148,绿冻,34
54,195641492,苺棃普贝当,舰长,115,绿冻,34
55,25103813,ヰ繭月,舰长,116,绿冻,34
56,351035979,_纷若_,舰长,132,绿冻,33
57,234387635,害羞小柚子,舰长,132,绿冻,33
58,3461581952256234,三陈小祥-xxx,舰长,141,绿冻,33
59,283678245,烟画屏幽,舰长,136,绿冻,33
60,4045067,Ricardo洞,舰长,143,绿冻,33
61,628611226,孤独な野良猫,舰长,141,绿冻,33
62,7108333,理性与感性的结晶体,舰长,101,绿冻,33
63,329002509,野生闪光七星,舰长,139,绿冻,33
64,269109657,次の舞台へ,舰长,147,绿冻,33
65,11972745,残雨断魂,舰长,137,绿冻,33
66,209374441,知世xf,舰长,133,绿冻,33
67,5667363,关心坐骨神经疼,舰长,94,绿冻,33
68,253472118,仿佛有一束追光,舰长,96,绿冻,33
69,7159516,恩仙仙,舰长,150,绿冻,33
70,28611751,不是水果是冰菓,舰长,69,绿冻,33
71,1277473796,灰泽满家的stories,舰长,80,绿冻,33
72,1622037175,晓璟含挚烁,舰长,126,绿冻,32
73,521836918,灰泽满轻度依赖,舰长,132,绿冻,32
74,12432912,蒲鹭Pulu_official,舰长,148,绿冻,32
75,398882736,道明寺萌美,舰长,138,绿冻,32
76,49094907,1oz47,舰长,122,绿冻,32
77,1832560,大小的白帝,舰长,133,绿冻,32
78,3546794277472781,比奇南,舰长,132,绿冻,32
79,430929029,风欲渐起微,舰长,83,绿冻,32
80,3546682545408719,冰菓ツ,舰长,149,绿冻,32
81,22290994,River-sea,舰长,127,绿冻,32
82,446761374,北冥无鱼也无鲲,舰长,141,绿冻,32
83,6071558,きんなかいほう,舰长,74,绿冻,32
84,434527265,MorOn1y,舰长,103,绿冻,32
85,11504337,弥希Mik1,舰长,72,绿冻,31
86,431935426,摘星踏雪归,舰长,101,绿冻,31
87,141192131,deemp,舰长,82,绿冻,31
88,447001521,jioklr,舰长,134,绿冻,31
89,249163668,优等nana,舰长,61,绿冻,31
90,177397837,幽云怀煦,舰长,55,绿冻,31
91,19884007,南风入弦丶l,舰长,150,绿冻,31
92,700643657,南洋怪盗灰泽满,舰长,56,绿冻,31
93,9846384,SekiDawn,舰长,64,绿冻,31
94,24785752,Fndryk,舰长,56,绿冻,31
95,6221157,Isklia宝,舰长,132,绿冻,31
96,273457056,弥月家的夏祭拉面,舰长,141,绿冻,31
97,172452174,龟歧间龟一,舰长,85,绿冻,31
98,85581578,丿紫灬龙,舰长,134,绿冻,31
99,34680760,西太平洋海豹,舰长,103,绿冻,31
100,2394685,六房奏,舰长,87,绿冻,30
101,10158641,暖男爆破猴楼来福,舰长,85,绿冻,30
102,294817063,此间好安眠,舰长,115,绿冻,30
103,471005865,二宝的逻辑猫,舰长,132,绿冻,30
104,21300440,山月喵,舰长,62,绿冻,30
105,3258837,月茗绮桦,舰长,119,绿冻,30
106,39256719,1114ka,舰长,71,绿冻,30
107,10472761,胡歌我爱你,舰长,74,绿冻,30
108,15653509,东东大大,舰长,132,绿冻,30
109,86197500,bili_86197500,舰长,87,绿冻,30
110,1431527,美國華人唐佳欣,舰长,124,绿冻,30
111,244453975,大纳言黑翼,舰长,83,绿冻,30
112,9553689,哇英梨梨,舰长,148,绿冻,30
113,3561142,无名一世,舰长,147,绿冻,30
114,35891955,高松灯型綠毛龜,舰长,147,绿冻,30
115,336198406,凌徊levy,舰长,122,绿冻,30
116,3501990,-小良与兔-,舰长,144,绿冻,30
117,306642,刺猬随心配,舰长,82,绿冻,30
118,896687,往枉王旺,舰长,132,绿冻,30
119,36768737,叶子Kanako,舰长,61,绿冻,30
120,13914405,爱德华也是华,舰长,91,绿冻,30
121,198677109,Ungeheuer,舰长,113,绿冻,30
122,5013586,满满冻冻和好吧,舰长,144,绿冻,30
123,453572565,全職彌人-andy878797,舰长,136,绿冻,30
124,98726067,musa-o,舰长,100,绿冻,30
125,768021,はいいろ773,舰长,74,绿冻,30
126,12700680,Lappland--,舰长,106,绿冻,30
127,21756232,被灰女妖脑控了,舰长,137,绿冻,30
128,595680892,找路中,舰长,90,绿冻,30
129,441071602,冬日私语_,舰长,82,绿冻,30
130,481486490,费米玻玻子,舰长,91,绿冻,30
131,129944702,FarLuck-,舰长,74,绿冻,30
132,84519881,bigassy,舰长,119,绿冻,29
133,15672465,灰泽满从小就是好女孩,舰长,92,绿冻,29
134,38601343,灰泽满hazel全肯定,舰长,49,绿冻,29
135,237518089,-灼烯-,舰长,74,绿冻,29
136,290349893,全薯记,舰长,92,绿冻,29
