rank,uid,username,type,accompany,medal_name,medal_level
1,259162605,Arichi_,提督,83,绿冻,44
2,3546919678773500,灰獭家的局外人,提督,94,绿冻,44
3,1056997306,異分岐のプリエ,提督,100,绿冻,42
4,620527230,gorilla3535,提督,85,绿冻,42
5,954264,禅心皈无意,提督,82,绿冻,41
6,2399747,绫辻澪,提督,89,绿冻,41
7,8097996,明石ito,提督,87,绿冻,41
8,39184396,继续吹着风,提督,94,绿冻,40
9,2044760,Stan661,提督,74,绿冻,39
10,476251017,衣水难尽,提督,83,绿冻,38
11,5266758,水布Mizufu,提督,47,绿冻,38
12,352883270,灰泽满家的米洗鳰原葉,提督,42,绿冻,38
13,39493583,本命伊利亚,提督,82,绿冻,38
14,485418462,灰泽满家的伊洛本人,提督,29,绿冻,37
15,13334226,微绫,提督,82,绿冻,37
16,1002305706,雪音-xy,提督,29,绿冻,37
17,88982473,羊驼458,提督,53,绿冻,37
18,471084,一稞大青菜,提督,89,绿冻,36
19,14071856,最后一步,提督,86,绿冻,35
20,5775091,sue77776,提督,77,绿冻,35
21,1555138395,风云散丶,提督,32,绿冻,35
22,863500,任任女孩,提督,89,绿冻,34
23,430929029,风欲渐起微,提督,33,绿冻,31
24,285693795,星光箱水母,舰长,87,绿冻,39
25,108005133,Taco_7,舰长,97,绿冻,37
26,3546983578994744,KOU_KEI,舰长,86,绿冻,37
27,6580838,兰卡兰卡兰兰的卡,舰长,100,绿冻,36
28,4940641,endle_ss,舰长,90,绿冻,35
29,4041465,风霜已尽惊蛰至,舰长,67,绿冻,35
30,335998795,自在他化天,舰长,94,绿冻,35
31,13012997,灰泽满家的污盘子,舰长,98,绿冻,35
32,10323817,宇宙人不是外星人,舰长,100,绿冻,35
33,18275149,rrrract,舰长,93,绿冻,35
34,297087,可樂中毒,舰长,55,绿冻,34
35,68243757,花雨浮华,舰长,98,绿冻,34
36,27341319,加库伯,舰长,91,绿冻,34
37,3546638930938690,灰泽满Hazel单推人O_o,舰长,97,绿冻,34
38,444186960,中年外卖员阿哔official,舰长,83,绿冻,33
39,351035979,_纷若_,舰长,82,绿冻,33
40,228098233,叹虚,舰长,62,绿冻,33
41,255474911,hquaz,舰长,91,绿冻,33
42,23279442,不良定义,舰长,98,绿冻,33
43,195641492,莓梨普贝当,舰长,65,绿冻,33
44,628611226,孤独な野良猫,舰长,91,绿冻,33
45,3493122468219352,超浓厚水蜜桃果汁,舰长,84,绿冻,33
46,3461581952256234,三陈小祥-xxx,舰长,96,绿冻,33
47,5366426,選ばれた奏者,舰长,80,绿冻,32
48,7108333,理性与感性的结晶体,舰长,51,绿冻,32
49,25103813,ヰ繭月,舰长,66,绿冻,32
50,234387635,害羞小柚子,舰长,82,绿冻,32
51,11972745,残雨断魂,舰长,87,绿冻,32
52,167848076,芒硝小朋友,舰长,92,绿冻,32
53,1603612,月ノneet,舰长,72,绿冻,32
54,269109657,次の舞台へ,舰长,97,绿冻,32
55,7159516,恩仙仙,舰长,100,绿冻,32
56,4045067,Ricardo洞,舰长,93,绿冻,32
57,34880793,Mylenenenene,舰长,94,绿冻,32
58,209374441,知世xf,舰长,83,绿冻,32
