rank,uid,username,type,accompany,medal_name,medal_level
1,259162605,Arichi_,提督,72,绿冻,44
2,3546919678773500,灰獭家的局外人,提督,83,绿冻,44
3,1056997306,異分岐のプリエ,提督,89,绿冻,42
4,620527230,gorilla3535,提督,74,绿冻,41
5,2399747,绫辻澪,提督,78,绿冻,41
6,954264,禅心皈无意,提督,71,绿冻,41
7,8097996,明石ito,提督,76,绿冻,41
8,2044760,Stan661,提督,63,绿冻,39
9,39184396,继续吹着风,提督,83,绿冻,39
10,5266758,水布Mizufu,提督,36,绿冻,38
11,39493583,本命伊利亚,提督,71,绿冻,38
12,13334226,微绫,提督,71,绿冻,37
13,88982473,羊驼457,提督,42,绿冻,36
14,352883270,灰泽满家的米洗鳰原葉,提督,31,绿冻,35
15,485418462,伊伊洛落,提督,18,绿冻,35
16,14071856,最后一步,提督,75,绿冻,35
17,5775091,sue77776,提督,66,绿冻,34
18,863500,任任女孩,提督,78,绿冻,34
19,1555138395,风云散丶,提督,21,绿冻,34
20,19830486,我本灾星,提督,31,绿冻,34
21,909422,緋立麻幌,提督,24,绿冻,33
22,1002305706,雪音-xy,提督,18,绿冻,33
23,430929029,风欲渐起微,提督,22,绿冻,31
24,285693795,星光箱水母,舰长,76,绿冻,39
25,108005133,Taco_7,舰长,86,绿冻,37
26,3546983578994744,KOU_KEI,舰长,75,绿冻,36
27,476251017,衣水难尽,舰长,72,绿冻,36
28,6580838,兰卡兰卡兰兰的卡,舰长,89,绿冻,36
29,4041465,风霜已尽惊蛰至,舰长,56,绿冻,35
30,4940641,endle_ss,舰长,79,绿冻,35
31,335998795,自在他化天,舰长,83,绿冻,35
32,13012997,灰泽满家的污盘子,舰长,87,绿冻,35
33,18275149,rrrract,舰长,82,绿冻,34
34,10323817,宇宙人不是外星人,舰长,89,绿冻,34
35,297087,可樂中毒,舰长,44,绿冻,34
36,14374,戏言分子,舰长,87,绿冻,34
37,27341319,加库伯,舰长,80,绿冻,34
38,3546638930938690,灰泽满Hazel单推人O_o,舰长,86,绿冻,34
39,68243757,花雨浮华,舰长,87,绿冻,34
40,351035979,_纷若_,舰长,71,绿冻,33
41,255474911,hquaz,舰长,80,绿冻,33
42,444186960,中年外卖员阿哔official,舰长,72,绿冻,33
43,628611226,孤独な野良猫,舰长,80,绿冻,33
44,23279442,不良定义,舰长,87,绿冻,33
45,471084,一稞大青菜,舰长,78,绿冻,32
46,228098233,叹虚,舰长,51,绿冻,32
47,7108333,理性与感性的结晶体,舰长,40,绿冻,32
48,3461581952256234,三陈小祥-xxx,舰长,87,绿冻,32
49,5366426,選ばれた奏者,舰长,69,绿冻,32
50,3493122468219352,超浓厚水蜜桃果汁,舰长,73,绿冻,32
51,1603612,月ノneet,舰长,61,绿冻,32
52,7159516,恩仙仙,舰长,89,绿冻,32
53,234387635,害羞小柚子,舰长,71,绿冻,32
54,195641492,莓梨家的妄利普贝当,舰长,54,绿冻,32
55,11972745,残雨断魂,舰长,76,绿冻,32
56,12432912,蒲鹭Pulu_official,舰长,87,绿冻,32
57,167848076,芒硝小朋友,舰长,81,绿冻,32
58,269109657,次の舞台へ,舰长,86,绿冻,32
59,4045067,Ricardo洞,舰长,82,绿冻,32
60,1687930947,笑狮弹剑,舰长,80,绿冻,32
61,521836918,灰泽满轻度依赖,舰长,71,绿冻,31
62,34880793,Mylenenenene,舰长,83,绿冻,31
63,329002509,野生闪光七星,舰长,78,绿冻,31
64,25103813,ヰ繭月,舰长,55,绿冻,31
65,3546980370352517,山雨常数,舰长,83,绿冻,31
66,3546682545408719,冰菓ツ,舰长,88,绿冻,31
67,630236870,三只大白鸭,舰长,78,绿冻,31
68,209374441,知世xf,舰长,72,绿冻,31
69,1832560,大小的白帝,舰长,72,绿冻,31
70,3546591889722338,Alexhan---,舰长,40,绿冻,31
71,434527265,MorOn1y,舰长,42,绿冻,31
72,1622037175,晓璟含挚烁,舰长,65,绿冻,31
73,283678245,烟画屏幽,舰长,75,绿冻,31
74,3546794277472781,比奇南,舰长,71,绿冻,30
75,49094907,1oz47,舰长,61,绿冻,30
76,446761374,北冥无鱼也无鲲,舰长,80,绿冻,30
77,273457056,弥月家的夏祭拉面,舰长,80,绿冻,30
78,30351721,grey1224,舰长,54,绿冻,30
79,398882736,道明寺萌美,舰长,78,绿冻,30
80,1277473796,-stories-_,舰长,19,绿冻,30
81,253472118,仿佛有一束追光,舰长,35,绿冻,30
82,447001521,jioklr,舰长,73,绿冻,30
83,388266799,liuziya,舰长,42,绿冻,30
84,1333226786,淬鱼Lemon,舰长,87,绿冻,30
85,208818750,你治好了也会流口水,舰长,33,绿冻,30
86,6221157,Isklia宝,舰长,71,绿冻,30
87,22290994,River-sea,舰长,66,绿冻,30
88,19884007,南风入弦丶l,舰长,89,绿冻,30
89,249163668,优等nana,舰长,19,绿冻,30
90,5667363,关心坐骨神经疼,舰长,33,绿冻,30
91,269900847,AAA童话批发莉耶芙,舰长,19,绿冻,30
92,141192131,deemp,舰长,26,绿冻,30
93,12511824,啊torias-,舰长,63,绿冻,30
94,3561142,无名一世,舰长,86,绿冻,30
95,294817063,此间好安眠,舰长,54,绿冻,30
96,266950833,HYSSNH,舰长,19,绿冻,30
97,31271170,一般路过v友,舰长,82,绿冻,30
98,35891955,高松灯型綠毛龜,舰长,86,绿冻,29
99,471005865,二宝的逻辑猫,舰长,71,绿冻,29
100,34680760,西太平洋海豹,舰长,42,绿冻,29
101,453572565,全職彌人-andy878797,舰长,75,绿冻,29
102,2078109197,泳池奶酪棒,舰长,54,绿冻,29
103,2394685,六房奏,舰长,26,绿冻,29
104,15653509,东东大大,舰长,71,绿冻,29
105,896687,往枉王旺,舰长,71,绿冻,29
106,19597768,本間ka_已黑化,舰长,61,绿冻,29
107,5013586,满满冻冻和好吧,舰长,83,绿冻,29
108,16996587,Akiiraめ,舰长,70,绿冻,29
109,431935426,摘星踏雪归,舰长,40,绿冻,29
110,336198406,凌徊levy,舰长,61,绿冻,29
