rank,uid,username,type,accompany,medal_name,medal_level
1,3546919678773500,灰獭家的局外人,提督,27,绿冻,42
2,6580838,兰卡兰卡兰兰的卡,提督,33,绿冻,35
3,14071856,最后一步,提督,19,绿冻,34
4,39184396,继续吹着风,提督,27,绿冻,34
5,14374,戏言分子,提督,31,绿冻,34
6,1056997306,異分岐のプリエ,提督,33,绿冻,34
7,108005133,Taco_7,提督,30,绿冻,33
8,3546638930938690,灰泽满Hazel单推人O_o,提督,30,绿冻,33
9,620527230,gorilla3535,提督,18,绿冻,33
10,13012997,灰泽满家的污盘子,提督,31,绿冻,33
11,3546983578994744,KOU_KEI,提督,19,绿冻,33
12,259162605,Arichi_,提督,16,绿冻,33
13,954264,禅心皈无意,提督,15,绿冻,32
14,285693795,帆布Equinox,提督,20,绿冻,32
15,68243757,花雨浮华,提督,31,绿冻,32
16,8097996,明石ito,提督,20,绿冻,32
17,27341319,加库伯,提督,24,绿冻,32
18,39493583,本命伊利亚,提督,15,绿冻,31
19,23279442,不良定义,提督,31,绿冻,31
20,13334226,微绫,提督,15,绿冻,31
21,2399747,绫辻澪,提督,22,绿冻,31
22,471084,一稞大青菜,提督,22,绿冻,31
23,10323817,宇宙人不是外星人,提督,33,绿冻,31
24,12432912,蒲鹭Pulu_official,提督,31,绿冻,31
25,351035979,_纷若_,提督,15,绿冻,30
26,1293975,危险近距离,提督,5,绿冻,30
27,2044760,Stan661,提督,9,绿冻,30
28,1603612,月ノneet,提督,9,绿冻,30
29,5775091,sue77776,提督,10,绿冻,30
30,3493262794950752,ー海豹ー,提督,31,绿冻,30
31,335998795,自在他化天,舰长,27,绿冻,31
32,1333226786,淬鱼Lemon,舰长,31,绿冻,30
33,18275149,rrrract,舰长,26,绿冻,29
34,293097916,松花渔,舰长,30,绿冻,29
35,476251017,衣水难尽,舰长,16,绿冻,29
36,329002509,野生闪光七星,舰长,22,绿冻,28
37,683573,日日夜夜__,舰长,30,绿冻,28
38,224768668,海胆饭蘸芥末,舰长,31,绿冻,28
39,19884007,南风入弦丶l,舰长,33,绿冻,27
40,255474911,hquaz,舰长,24,绿冻,27
41,167848076,灰泽满家的芒硝,舰长,30,绿冻,27
42,237845732,gigigigibeibei,舰长,15,绿冻,27
43,22809120,yaji0614,舰长,17,绿冻,27
44,630236870,三只大白鸭,舰长,22,绿冻,27
45,444186960,中年外卖员阿哔official,舰长,19,绿冻,27
46,88013991,冬子冬优子,舰长,19,绿冻,27
47,4045067,Ricardo洞,舰长,27,绿冻,27
48,189065157,颢梦,舰长,26,绿冻,26
49,3461581952256234,三陈小祥-xxx,舰长,31,绿冻,26
50,269109657,次の舞台へ,舰长,30,绿冻,26
51,5366426,選ばれた奏者,舰长,15,绿冻,26
52,521836918,灰泽满轻度依赖,舰长,15,绿冻,26
53,7159516,恩仙仙,舰长,33,绿冻,26
54,286942952,长九_,舰长,26,绿冻,26
55,628611226,猫猫狗狗和好吧,舰长,24,绿冻,26
56,628996143,オフライン,舰长,30,绿冻,26
57,1687930947,笑狮弹剑,舰长,24,绿冻,26
58,3561142,无名一世,舰长,30,绿冻,26
59,4940641,endle_ss,舰长,23,绿冻,25
60,11283433,業風,舰长,26,绿冻,25
61,370409298,幸运灰月,舰长,30,绿冻,25
62,7022022,雨森大夜,舰长,30,绿冻,25
63,35891955,高松灯型綠毛龜,舰长,30,绿冻,25
64,39055616,斑鳩ルカ,舰长,31,绿冻,25
65,234387635,害羞小柚子,舰长,15,绿冻,25
66,1465122,bilibili账号,舰长,29,绿冻,25
67,273457056,夏祭拉面,舰长,24,绿冻,25
68,863500,任任女孩,舰长,22,绿冻,25
69,3493086111992667,空想熵,舰长,30,绿冻,25
70,453572565,全職彌人-andy878797,舰长,19,绿冻,25
71,11972745,残雨断魂,舰长,20,绿冻,25
72,3501990,-小良与兔-,舰长,27,绿冻,25
73,283678245,烟画屏幽,舰长,20,绿冻,25
74,4041465,风霜已尽惊蛰至,舰长,2,绿冻,25
75,3546980370352517,山雨常数,舰长,27,绿冻,25
76,11372295,草薙龙辉,舰长,26,绿冻,25
77,9553689,哇英梨梨,舰长,31,绿冻,25
78,34880793,Mylenenenene,舰长,29,绿冻,25
79,19904575,Snow_QB,舰长,26,绿冻,25
80,1598847376,铁铁__,舰长,26,绿冻,25
81,19597768,本間ka_已黑化,舰长,10,绿冻,24
82,291102,鸣琴酌酒,舰长,23,绿冻,24
83,494962154,鏡中觀月,舰长,26,绿冻,24
84,471005865,二宝的逻辑猫,舰长,15,绿冻,24
85,249078859,雨谷小雨__,舰长,26,绿冻,24
86,41318811,月觴,舰长,26,绿冻,24
87,589981496,Simonidean,舰长,26,绿冻,24
88,3542675,鸢一千代纸,舰长,26,绿冻,24
89,3546682545408719,冰菓ツ,舰长,32,绿冻,24
90,1187816424,晚睡还得早起,舰长,26,绿冻,24
91,381978184,莳花雫依旧,舰长,26,绿冻,24
92,12894843,kyeremalprime,舰长,26,绿冻,24
93,3546794277472781,比奇南,舰长,15,绿冻,24
94,24816063,-縶給闦蘉鸀鱍鞝繝礃-,舰长,31,绿冻,24
95,3493122468219352,超浓厚水蜜桃果汁,舰长,17,绿冻,24
96,1673559,KorokkeSUI-3-,舰长,26,绿冻,24
97,341184923,濑名爱理的小红袄,舰长,30,绿冻,24
98,259222639,白灯_official,舰长,17,绿冻,24
99,4568620,天敌炉石,舰长,17,绿冻,24
100,49094907,1oz47,舰长,5,绿冻,24
101,12037051,岛那灯,舰长,31,绿冻,24
102,5013586,满满冻冻和好吧,舰长,27,绿冻,23
103,1832560,大小的白帝,舰长,16,绿冻,23
104,593017906,满区神了,舰长,26,绿冻,23
105,26536763,めちゃくちゃ炒飯,舰长,31,绿冻,23
106,31271170,一般路过v友,舰长,26,绿冻,23
107,398964,四季的诗篇,舰长,15,绿冻,23
108,13517355,凉秋21,舰长,26,绿冻,23
109,13475303,米汀的小笼包,舰长,33,绿冻,23
110,398882736,道明寺萌美,舰长,22,绿冻,23
111,85581578,丿紫灬龙,舰长,17,绿冻,23
112,447001521,jioklr,舰长,17,绿冻,23
113,13735158,奶P之怒,舰长,24,绿冻,23
114,16996587,Akiiraめ,舰长,15,绿冻,23
115,316426354,汐见萤妈妈,舰长,26,绿冻,23
116,438892258,怜悯与宽恕,舰长,6,绿冻,23
117,22290994,River-sea,舰长,10,绿冻,23
118,3546893510511472,陳銳,舰长,31,绿冻,23
119,109152708,孤独熊Kuma,舰长,29,绿冻,23
120,346825258,是理会人啊,舰长,20,绿冻,23
121,38992565,落月入星瞳,舰长,9,绿冻,23
122,182870229,当日明月,舰长,26,绿冻,23
123,65155304,几句话0421,舰长,29,绿冻,23
124,12969612,华二环,舰长,15,绿冻,23
125,50060892,豆腐脑加冰块,舰长,24,绿冻,23
126,1120075744,水星旅游,舰长,17,绿冻,23
127,434505019,凯之后援团团长,舰长,30,绿冻,22
128,209374441,知世xf,舰长,16,绿冻,22
129,36112483,七里星月,舰长,16,绿冻,22
130,224656237,童话避难所,舰长,23,绿冻,22
131,3546624332662874,紫薯电话,舰长,30,绿冻,22
132,356689300,涼瞳QwQ,舰长,10,绿冻,22
133,32699700,Akane型扁舟子,舰长,15,绿冻,22
134,39621921,桜のknight,舰长,2,绿冻,22
135,14719304,违规昵称_Rui,舰长,23,绿冻,22
136,35676933,灰泽满家的星叶Iris,舰长,27,绿冻,22
137,12905892,成生__,舰长,15,绿冻,22
138,19722459,菫時厨,舰长,30,绿冻,22
139,453869448,迷离丶幻梦,舰长,10,绿冻,22
140,336198406,凌徊levy,舰长,10,绿冻,22
141,493383454,提尔之手Austin,舰长,17,绿冻,22
142,479150177,江渝です,舰长,15,绿冻,22
143,21137726,nEwb1EE,舰长,30,绿冻,22
144,446724623,秋月遥zuki,舰长,30,绿冻,22
145,8359,赫のシャドール,舰长,23,绿冻,22
146,205168793,芙兰朵露的莱瓦汀,舰长,31,绿冻,22
147,400577842,镜中狂客kagami,舰长,27,绿冻,22
148,3632310503082196,o肯o肯,舰长,31,绿冻,22
149,2723373,HtSmith陳,舰长,5,绿冻,22
150,936269,紳士君P,舰长,31,绿冻,22
151,4897,宫古芳香,舰长,15,绿冻,22
152,446761374,北冥无鱼也无鲲,舰长,24,绿冻,22
153,1992400,刚大侠,舰长,15,绿冻,22
154,2109806882,明月清晖夜,舰长,23,绿冻,22
155,610825377,菜需捆这一块,舰长,15,绿冻,22
156,3904901,不知火丶焰,舰长,27,绿冻,22
157,1773068006,花园包包cccc,舰长,15,绿冻,22
158,100924004,穿裤衩的小萝卜,舰长,23,绿冻,22
159,10667138,香蕉味jio皮,舰长,27,绿冻,22
160,6221157,Isklia宝,舰长,15,绿冻,22
161,379215930,-万象猫尾-,舰长,6,绿冻,22
162,3690971898316881,秋悦林友天婷仁,舰长,15,绿冻,22
163,7175286,Hominidae_,舰长,30,绿冻,22
164,83551670,利维坦托拉斯,舰长,15,绿冻,22
165,4274580,良臣没有重谢,舰长,30,绿冻,22
166,3493257038268887,十六契灵命异事务所,舰长,30,绿冻,22
167,441776977,Chitose彰良,舰长,30,绿冻,22
168,34616293,摸摸摸摸你傻,舰长,31,绿冻,22
169,18067697,ShinyBrick,舰长,24,绿冻,22
170,25009047,神奇安娜,舰长,15,绿冻,22
171,65610660,啵烂柚恩的小脸,舰长,22,绿冻,22
172,3691000675437378,羊嫁兰,舰长,23,绿冻,22
173,34470629,五块钱能吃什么,舰长,27,绿冻,22
174,431226279,Reflect_VoV,舰长,30,绿冻,22
175,3493085367503710,哈哈呵呵嘻嘻嘿嘿哈哈,舰长,15,绿冻,22
176,12058821,亀騎士07,舰长,27,绿冻,22
177,21756232,被灰女妖脑控了,舰长,20,绿冻,22
178,1622037175,晓璟含挚烁,舰长,9,绿冻,22
179,70834304,松果林,舰长,20,绿冻,22
180,12511824,啊torias,舰长,7,绿冻,22
181,25942909,鸦天狗狗文,舰长,31,绿冻,22
182,20866893,缘亚,舰长,22,绿冻,22
183,1384500,抽象工作室_upupup,舰长,30,绿冻,22
184,45454235,三废四弃,舰长,15,绿冻,22
185,18988354,空想之志,舰长,15,绿冻,21
186,672157718,灰泽满offical,舰长,22,绿冻,21
187,8902401,HEI_0723,舰长,15,绿冻,21
188,301795119,togex2,舰长,15,绿冻,21
189,247089785,百合营业执照,舰长,22,绿冻,21
190,13225909,小木曾雪菜l,舰长,15,绿冻,21
191,55632849,鏡花水月O-O,舰长,20,绿冻,21
192,475316372,bili_88220728432,舰长,15,绿冻,21
193,275598233,云水Zen,舰长,6,绿冻,21
194,397556563,章鱼章鱼堡-,舰长,10,绿冻,21
195,522567348,木子水甫,舰长,10,绿冻,21
196,6505731,Lu_luluul,舰长,27,绿冻,21
197,324019213,剑使臣,舰长,31,绿冻,21
198,470423632,循环xh_,舰长,15,绿冻,21
199,2537745,FTAC_X2,舰长,15,绿冻,21
200,3546755501132182,冬季夹心巧克力,舰长,7,绿冻,21
201,22006901,ddyddyddyddy,舰长,27,绿冻,21
202,2097870821,白天LightSky,舰长,27,绿冻,21
203,494629966,好兄弟allblacks,舰长,5,绿冻,21
204,3258837,月茗绮桦,舰长,2,绿冻,21
205,3066247,万能西多士,舰长,15,绿冻,21
206,896687,往枉王旺,舰长,15,绿冻,21
207,13075474,硒二,舰长,30,绿冻,21
208,366450460,自然立法者,舰长,30,绿冻,21
209,9200471,铃叶coni,舰长,10,绿冻,21
210,381795777,superdohiru,舰长,27,绿冻,21
211,33673954,serika-onoe_,舰长,30,绿冻,21
212,383981172,无言的彗星,舰长,17,绿冻,21
213,525974068,星只为伱命名,舰长,20,绿冻,21
214,7344793,望月绫野アヤノ,舰长,15,绿冻,21
215,319958014,妖血の翼,舰长,15,绿冻,21
216,481486490,费米玻玻子,舰长,10,绿冻,21
217,15653509,东东大大,舰长,15,绿冻,21
218,584476190,喵星的小鱼干404,舰长,31,绿冻,21
219,403372435,紫炎Yukari_En,舰长,6,绿冻,21
220,3493274950044522,抹茶奥栗奥薄脆,舰长,15,绿冻,21
221,17322,turtlejk,舰长,9,绿冻,21
222,315632660,星宇恒qwq,舰长,15,绿冻,21
223,21968601,多重句号,舰长,15,绿冻,21
224,21964952,潘多拉的手记,舰长,2,绿冻,21
225,584655878,StoRyteL1er,舰长,15,绿冻,21
226,776739,茶鲸Teawhale,舰长,17,绿冻,21
227,3537104422308290,满满的小馒头,舰长,16,绿冻,21
228,59275,梦魇Tsuki,舰长,2,绿冻,21
229,220964790,Zer_Point,舰长,15,绿冻,21
230,228814279,答案是活着,舰长,9,绿冻,21
231,1431527,美國華人唐佳欣,舰长,7,绿冻,21
232,1935130,雨のメロディー,舰长,0,绿冻,21
233,72916891,不关卡比的事,舰长,0,绿冻,21
234,22072857,南客徊,舰长,31,绿冻,21
235,227448697,惜墨恋染,舰长,9,绿冻,21
236,3989554,名利场,舰长,31,绿冻,21
237,145023418,小石马,舰长,16,绿冻,21
238,10028225,嘉心糖Cinnamoroll,舰长,27,绿冻,21
239,242684436,时间线里的時間點-,舰长,27,绿冻,21
240,5709088,・-・,舰长,10,绿冻,21
241,415487835,起迟了没饭吃,舰长,27,绿冻,21
242,19135552,冨田草草風,舰长,17,绿冻,21
243,289022690,苏郁川_Aut,舰长,27,绿冻,21
244,32234277,八杯水道人,舰长,10,绿冻,21
245,3537105139534505,VR信吧二创组,舰长,30,绿冻,21
246,23102423,妖夭妖夭妖,舰长,9,绿冻,21
247,421332385,忆雨人思绘,舰长,15,绿冻,21
248,37824799,空中楼閣,舰长,20,绿冻,21
249,575805,海豹摸鱼,舰长,27,绿冻,21
250,14955384,Ed_Howe,舰长,15,绿冻,21
251,84519881,bigassy,舰长,2,绿冻,21
252,387101684,-餍渊,舰长,15,绿冻,21
253,503742062,天邊雨,舰长,5,绿冻,21
254,3690992850963186,懒狗不摆烂,舰长,15,绿冻,21
255,291228977,Ruu777,舰长,3,绿冻,21
256,11244276,迷你龙O_o,舰长,2,绿冻,21
257,3494370357545690,弥希Miki单推人,舰长,20,绿冻,21
258,298931,ZONETROOPER,舰长,16,绿冻,21
