rank,uid,username,type,accompany,medal_name,medal_level
1,6251296,栗帽,总督,88,绿冻,42
2,259162605,Arichi_,提督,190,绿冻,46
3,3546919678773500,灰獺,提督,201,绿冻,46
4,1056997306,異分岐のプリエ,提督,207,绿冻,44
5,954264,禅心皈无意,提督,189,绿冻,43
6,620527230,gorilla3535,提督,192,绿冻,43
7,39184396,继续吹着风,提督,201,绿冻,42
8,2399747,绫辻澪,提督,196,绿冻,42
9,285693795,星光箱水母,提督,194,绿冻,42
10,476251017,衣水难尽,提督,190,绿冻,42
11,352883270,米洗鳰原葉,提督,149,绿冻,42
12,485418462,灰泽满家的伊洛本人,提督,136,绿冻,42
13,2044760,Stan661,提督,181,绿冻,41
14,13334226,微绫,提督,189,绿冻,41
15,39493583,本命伊利亚,提督,189,绿冻,40
16,5266758,水布Mizufu,提督,154,绿冻,40
17,5623688,Helikobeter,提督,128,绿冻,40
18,13012997,污盘子,提督,205,绿冻,40
19,1429196293,匹诺曹317,提督,131,绿冻,40
20,228098233,叹虚,提督,169,绿冻,40
21,1002305706,雪音-xy,提督,136,绿冻,40
22,3546983578994744,KOU_KEI,提督,193,绿冻,40
23,321224291,区泽马,提督,121,绿冻,39
24,208818750,你治好了也会流口水,提督,151,绿冻,39
25,471084,一稞大青菜,提督,196,绿冻,38
26,863500,任任女孩,提督,196,绿冻,38
27,18275149,rrrract,提督,200,绿冻,38
28,431935426,摘星踏雪归,提督,158,绿冻,38
29,494629966,aIIblacks,提督,143,绿冻,38
30,272305778,明前满绿,提督,78,绿冻,38
31,5775091,sue77776,提督,184,绿冻,37
32,916810,Jing11219,提督,59,绿冻,37
33,9846384,SekiDawn,提督,121,绿冻,37
34,4940641,_end1ess,提督,197,绿冻,37
35,1603612,月ノneet,提督,179,绿冻,37
36,189997540,音速の水母,提督,94,绿冻,37
37,27341319,加库伯,提督,198,绿冻,37
38,253472118,仿佛有一束追光,提督,153,绿冻,37
39,5366426,選ばれた奏者,提督,187,绿冻,36
40,1569772,澹台璃沙,提督,88,绿冻,36
41,3567390,NullExistence_X,提督,151,绿冻,36
42,16934546,yowaai,提督,127,绿冻,36
43,17322,turtlejk,提督,183,绿冻,36
44,933134,-翊天-,提督,79,绿冻,35
45,24785752,Fndryk,提督,113,绿冻,35
46,283678245,烟画屏幽,提督,193,绿冻,35
47,496390331,苦瓜无限供应,提督,40,绿冻,35
48,29552416,我一厢情愿的恋人,提督,41,绿冻,35
49,249486249,larva_中国囚人,提督,91,绿冻,35
50,10158641,柜男爆破猴楼来福,提督,142,绿冻,35
51,3546794277472781,比奇南,提督,189,绿冻,35
52,446761374,北冥无鱼也无鲲,提督,198,绿冻,34
53,22290994,River-sea,提督,184,绿冻,34
54,768021,はいいろ773,提督,131,绿冻,34
55,521223761,芙芙狐狐fuff,提督,88,绿冻,34
56,12700680,Lappland--,提督,162,绿冻,34
57,306642,刺猬随心配,提督,139,绿冻,34
58,8396429,airstone42,提督,37,绿冻,34
